phase,signature,dataset,model_type,width_factor,depth,poison_ratio,poison_type,alpha,data_ordering,aggregator,batch_size,mean_test_acc,std_test_acc,mean_test_loss,std_test_loss,mean_val_acc,std_val_acc,mean_val_loss,std_val_loss,num_parameters,best_epoch,seed
exp1_vary_width,mnist|cnn|64|4|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,4,1.0,label_flip,100.0,shuffle,fedavg,128,0.0919,0.0,2.2994024005889893,0.0,0.126,0.0,2.3065786253611247,0.0,143306,24,42
exp1_vary_width,mnist|cnn|1|64|0.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,0.0,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3009881900787352,0.0,0.111,0.0,2.301940154393514,0.0,788,3,42
exp1_vary_width,mnist|cnn|64|4|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,4,1.0,random_noise,100.0,shuffle,fedavg,128,0.0817,0.0,2.301474704360962,0.0,0.1276666666666666,0.0,2.3121518370310468,0.0,143306,9,42
exp1_vary_width,mnist|cnn|16|1|0.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.0,label_flip,100.0,shuffle,fedavg,128,0.9804,0.0,0.0604564252397045,0.0,0.98,0.0,0.0770976816515127,0.0,125642,28,42
exp1_vary_width,mnist|cnn|16|1|0.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.0,random_noise,100.0,shuffle,fedavg,128,0.9804,0.0,0.0604564252397045,0.0,0.98,0.0,0.0770976816515127,0.0,125642,28,42
exp1_vary_width,mnist|cnn|1|64|0.25|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,0.25,label_flip,100.0,shuffle,fedavg,128,0.1434,0.0,2.2620651695251466,0.0,0.1466666666666666,0.0,2.259054166793823,0.0,788,26,42
exp1_vary_width,mnist|cnn|16|1|0.25|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.25,label_flip,100.0,shuffle,fedavg,128,0.9633,0.0,0.1797609197497368,0.0,0.9658333333333332,0.0,0.1952510461409886,0.0,125642,36,42
exp1_vary_width,mnist|cnn|16|1|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.25,random_noise,100.0,shuffle,fedavg,128,0.9669,0.0,0.1656380049824714,0.0,0.9643333333333334,0.0,0.1793953635295232,0.0,125642,12,42
exp1_vary_width,mnist|cnn|1|64|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,0.25,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3012514335632326,0.0,0.111,0.0,2.302137994766236,0.0,788,3,42
exp1_vary_width,mnist|cnn|16|1|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.5,label_flip,100.0,shuffle,fedavg,128,0.9429,0.0,0.4735564703464508,0.0,0.9498333333333332,0.0,0.6205755276679993,0.0,125642,26,42
exp1_vary_width,mnist|cnn|16|1|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.5,random_noise,100.0,shuffle,fedavg,128,0.9475,0.0,0.4883246341228485,0.0,0.9533333333333334,0.0,0.6645553905169169,0.0,125642,26,42
exp1_vary_width,mnist|cnn|16|1|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.75,label_flip,100.0,shuffle,fedavg,128,0.9202,0.0,0.976826362800598,0.0,0.9213333333333332,0.0,1.055470256169637,0.0,125642,7,42
exp1_vary_width,mnist|cnn|1|64|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,0.5,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.30165828666687,0.0,0.111,0.0,2.3018687235514323,0.0,788,5,42
exp1_vary_width,mnist|cnn|16|1|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,0.75,random_noise,100.0,shuffle,fedavg,128,0.8742,0.0,0.9836331741333008,0.0,0.925,0.0,1.0329595486323038,0.0,125642,8,42
exp1_vary_width,mnist|cnn|16|1|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,1.0,label_flip,100.0,shuffle,fedavg,128,0.1019,0.0,2.3268980682373046,0.0,0.1076666666666666,0.0,2.329926347732544,0.0,125642,7,42
exp1_vary_width,mnist|cnn|16|1|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,16,1,1.0,random_noise,100.0,shuffle,fedavg,128,0.1012,0.0,2.313095305252076,0.0,0.135,0.0,2.320345728556315,0.0,125642,3,42
exp1_vary_width,mnist|cnn|1|64|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,0.5,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.301548654937744,0.0,0.111,0.0,2.302155371348064,0.0,788,4,42
exp1_vary_width,mnist|lr|64|64|0.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.0,label_flip,100.0,shuffle,fedavg,128,0.1028,0.0,2.308495594406128,0.0,0.1093333333333333,0.0,2.3076653989156086,0.0,321162,0,42
exp1_vary_width,mnist|lr|64|64|0.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.0,random_noise,100.0,shuffle,fedavg,128,0.1028,0.0,2.308495594406128,0.0,0.1093333333333333,0.0,2.3076653989156086,0.0,321162,0,42
exp1_vary_width,mnist|cnn|1|64|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,0.75,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.302353472137451,0.0,0.0995,0.0,2.304103958129883,0.0,788,3,42
exp1_vary_width,mnist|lr|64|64|0.25|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.25,label_flip,100.0,shuffle,fedavg,128,0.1028,0.0,2.308580185317993,0.0,0.1093333333333333,0.0,2.307770289738973,0.0,321162,0,42
exp1_vary_width,mnist|cnn|1|64|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,0.75,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.302227062225342,0.0,0.111,0.0,2.3027276763916014,0.0,788,5,42
exp1_vary_width,mnist|lr|64|64|0.25|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.25,random_noise,100.0,shuffle,fedavg,128,0.1028,0.0,2.3084242938995363,0.0,0.1093333333333333,0.0,2.3076231015523274,0.0,321162,0,42
exp1_vary_width,mnist|lr|64|64|0.5|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.5,label_flip,100.0,shuffle,fedavg,128,0.1028,0.0,2.308540985488892,0.0,0.1093333333333333,0.0,2.3077361965179444,0.0,321162,0,42
exp1_vary_width,mnist|cnn|1|64|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,1.0,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3042616813659667,0.0,0.0995,0.0,2.3091420783996583,0.0,788,2,42
exp1_vary_width,mnist|lr|64|64|0.5|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.5,random_noise,100.0,shuffle,fedavg,128,0.1028,0.0,2.3084288970947267,0.0,0.1093333333333333,0.0,2.3076163679758706,0.0,321162,0,42
exp1_vary_width,mnist|cnn|1|64|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,64,1.0,random_noise,100.0,shuffle,fedavg,128,0.0892,0.0,2.302933232116699,0.0,0.0993333333333333,0.0,2.3031811135609943,0.0,788,14,42
exp1_vary_width,mnist|lr|64|64|0.75|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.75,label_flip,100.0,shuffle,fedavg,128,0.1028,0.0,2.308553610610962,0.0,0.1093333333333333,0.0,2.3077580115000407,0.0,321162,0,42
exp1_vary_width,mnist|lr|64|64|0.75|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,0.75,random_noise,100.0,shuffle,fedavg,128,0.1028,0.0,2.3085088733673094,0.0,0.1093333333333333,0.0,2.307707442601522,0.0,321162,0,42
exp1_vary_width,mnist|lr|64|64|1.0|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,1.0,label_flip,100.0,shuffle,fedavg,128,0.1028,0.0,2.3085174606323244,0.0,0.1093333333333333,0.0,2.3077276961008706,0.0,321162,0,42
exp1_vary_width,cifar10|cnn|1|64|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,64,0.0,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.3030267818450927,0.0,0.0942,0.0,2.389674686050415,0.0,806,0,42
exp1_vary_width,mnist|lr|64|64|1.0|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,64,64,1.0,random_noise,100.0,shuffle,fedavg,128,0.1028,0.0,2.30852629699707,0.0,0.1093333333333333,0.0,2.3077272777557374,0.0,321162,0,42
exp1_vary_width,cifar10|lr|64|16|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.0,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.308727854537964,0.0,0.101,0.0,2.3732760608673096,0.0,261770,4,42
exp1_vary_width,cifar10|lr|64|16|0.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.0,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.308727854537964,0.0,0.101,0.0,2.3732760608673096,0.0,261770,4,42
exp1_vary_width,cifar10|lr|64|16|0.25|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.25,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.308674965286255,0.0,0.1062,0.0,2.4076315711975096,0.0,261770,7,42
exp1_vary_width,cifar10|lr|64|16|0.25|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.25,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3086195766448974,0.0,0.1022,0.0,2.4101318294525145,0.0,261770,10,42
exp1_vary_width,cifar10|lr|64|16|0.5|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.5,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.3086296436309817,0.0,0.1018,0.0,2.431426210021973,0.0,261770,9,42
exp1_vary_width,cifar10|lr|64|16|0.5|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.5,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.308621251296997,0.0,0.1076,0.0,2.4094719001770017,0.0,261770,9,42
exp1_vary_width,cifar10|cnn|1|64|0.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,64,0.0,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.303048106765747,0.0,0.0942,0.0,2.3896039543151857,0.0,806,0,42
exp1_vary_width,cifar10|lr|64|16|0.75|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.75,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.308636849975586,0.0,0.1068,0.0,2.418474627685547,0.0,261770,7,42
exp1_vary_width,cifar10|lr|64|16|0.75|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,0.75,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3086911964416506,0.0,0.1076,0.0,2.4129568649292,0.0,261770,6,42
exp1_vary_width,cifar10|lr|64|16|1.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,1.0,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.308632554244995,0.0,0.1016,0.0,2.4197241916656496,0.0,261770,7,42
exp1_vary_width,cifar10|lr|64|16|1.0|random_noise|100.0|shuffle|fedavg|128|42,cifar10,lr,64,16,1.0,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3086301902771,0.0,0.102,0.0,2.420065251922608,0.0,261770,6,42
exp1_vary_width,cifar10|cnn|1|64|0.25|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,64,0.25,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.3028603172302247,0.0,0.0942,0.0,2.389190259933472,0.0,806,0,42
exp1_vary_width,cifar10|lr|64|4|0.0|label_flip|100.0|shuffle|fedavg|128|42,cifar10,lr,64,4,0.0,label_flip,100.0,shuffle,fedavg,128,0.5167,0.0,1.3788660634994507,0.0,0.5112,0.0,1.3970428234100345,0.0,210314,51,42
exp1_vary_width,cifar10|cnn|64|64|0.8125|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,64,0.8125,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.307145280456543,0.0,0.1076,0.0,2.363808396148681,0.0,2337098,7,42
exp1_vary_width,cifar10|cnn|64|64|0.8125|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,64,0.8125,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3071398025512697,0.0,0.1096,0.0,2.328541624069214,0.0,2337098,5,42
exp1_vary_width,mnist|cnn|1|16|0.8125|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,16,0.8125,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.302903897094726,0.0,0.0995,0.0,2.34127930577596,0.0,212,0,42
exp1_vary_width,cifar10|cnn|64|64|0.875|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,64,0.875,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.307145280456543,0.0,0.1064,0.0,2.307627320480347,0.0,2337098,0,42
exp1_vary_width,mnist|cnn|1|16|0.8125|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,16,0.8125,random_noise,100.0,shuffle,fedavg,128,0.1032,0.0,2.302442657470704,0.0,0.111,0.0,2.3025169900258384,0.0,212,6,42
exp1_vary_width,cifar10|cnn|64|64|0.875|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,64,0.875,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3071398025512697,0.0,0.1096,0.0,2.328541624069214,0.0,2337098,5,42
exp1_vary_width,cifar10|cnn|64|64|0.9375|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,64,0.9375,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.307141900253296,0.0,0.1064,0.0,2.307623966217041,0.0,2337098,0,42
exp1_vary_width,mnist|cnn|1|16|0.875|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,16,0.875,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.303359902191162,0.0,0.0995,0.0,2.34127930577596,0.0,212,0,42
exp1_vary_width,cifar10|cnn|64|64|0.9375|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,64,0.9375,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3071408000946043,0.0,0.1064,0.0,2.30762483215332,0.0,2337098,0,42
exp1_vary_width,mnist|cnn|1|16|0.875|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,16,0.875,random_noise,100.0,shuffle,fedavg,128,0.1032,0.0,2.302442657470704,0.0,0.111,0.0,2.3025169900258384,0.0,212,6,42
exp1_vary_width,mnist|cnn|64|64|0.8125|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,64,0.8125,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.3036021183013915,0.0,0.111,0.0,2.3033619728088377,0.0,2335946,0,42
exp1_vary_width,mnist|cnn|64|64|0.8125|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,64,0.8125,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3036100025177,0.0,0.111,0.0,2.303369267781576,0.0,2335946,0,42
exp1_vary_width,mnist|cnn|1|16|0.9375|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,1,16,0.9375,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3037167510986327,0.0,0.0995,0.0,2.342324611028036,0.0,212,0,42
exp1_vary_width,mnist|cnn|64|64|0.875|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,64,0.875,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.3036021183013915,0.0,0.111,0.0,2.3033619728088377,0.0,2335946,0,42
exp1_vary_width,mnist|cnn|64|64|0.875|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,64,0.875,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3036100025177,0.0,0.111,0.0,2.303369267781576,0.0,2335946,0,42
exp1_vary_width,mnist|cnn|1|16|0.9375|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,1,16,0.9375,random_noise,100.0,shuffle,fedavg,128,0.1032,0.0,2.3035700359344484,0.0,0.0995,0.0,2.3381346791585287,0.0,212,0,42
exp1_vary_width,mnist|cnn|64|64|0.9375|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,64,0.9375,label_flip,100.0,shuffle,fedavg,128,0.1135,0.0,2.3036000568389894,0.0,0.111,0.0,2.3033601398468018,0.0,2335946,0,42
exp1_vary_width,cifar10|cnn|1|16|0.8125|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,16,0.8125,label_flip,100.0,shuffle,fedavg,128,0.113,0.0,2.302730477142334,0.0,0.1052,0.0,2.3026917079925537,0.0,230,5,42
exp1_vary_width,mnist|cnn|64|64|0.9375|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,64,0.9375,random_noise,100.0,shuffle,fedavg,128,0.1135,0.0,2.3036117546081543,0.0,0.111,0.0,2.3033705056508382,0.0,2335946,0,42
exp1_vary_width,cifar10|cnn|64|1|0.8125|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,1,0.8125,label_flip,100.0,shuffle,fedavg,128,0.3077,0.0,2.0477555219650267,0.0,0.2966,0.0,2.062123877334595,0.0,657290,8,42
exp1_vary_width,cifar10|cnn|64|1|0.8125|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,1,0.8125,random_noise,100.0,shuffle,fedavg,128,0.3141,0.0,1.993570078086853,0.0,0.3348,0.0,2.013269224357605,0.0,657290,17,42
exp1_vary_width,cifar10|cnn|64|1|0.875|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,1,0.875,label_flip,100.0,shuffle,fedavg,128,0.3077,0.0,2.0477555219650267,0.0,0.2966,0.0,2.062123877334595,0.0,657290,8,42
exp1_vary_width,cifar10|cnn|1|16|0.8125|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,16,0.8125,random_noise,100.0,shuffle,fedavg,128,0.104,0.0,2.3028555942535403,0.0,0.105,0.0,2.308468713760376,0.0,230,6,42
exp1_vary_width,cifar10|cnn|64|1|0.875|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,1,0.875,random_noise,100.0,shuffle,fedavg,128,0.3141,0.0,1.993570078086853,0.0,0.3348,0.0,2.013269224357605,0.0,657290,17,42
exp1_vary_width,cifar10|cnn|64|1|0.9375|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,1,0.9375,label_flip,100.0,shuffle,fedavg,128,0.2302,0.0,2.1701851909637453,0.0,0.2204,0.0,2.1834455493927,0.0,657290,8,42
exp1_vary_width,cifar10|cnn|64|1|0.9375|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,1,0.9375,random_noise,100.0,shuffle,fedavg,128,0.2248,0.0,2.141371104812622,0.0,0.258,0.0,2.154663756561279,0.0,657290,17,42
exp1_vary_width,cifar10|cnn|1|16|0.875|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,16,0.875,label_flip,100.0,shuffle,fedavg,128,0.113,0.0,2.302730477142334,0.0,0.1052,0.0,2.3026917079925537,0.0,230,5,42
exp1_vary_width,cifar10|cnn|64|16|0.8125|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,16,0.8125,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.306051438522339,0.0,0.1096,0.0,2.3174974353790283,0.0,558410,5,42
exp1_vary_width,cifar10|cnn|64|16|0.8125|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,16,0.8125,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.306045641326904,0.0,0.1072,0.0,2.316587419128418,0.0,558410,5,42
exp1_vary_width,cifar10|cnn|64|16|0.875|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,16,0.875,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.306051438522339,0.0,0.1096,0.0,2.3174974353790283,0.0,558410,5,42
exp1_vary_width,cifar10|cnn|1|16|0.875|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,16,0.875,random_noise,100.0,shuffle,fedavg,128,0.104,0.0,2.3028555942535403,0.0,0.105,0.0,2.308468713760376,0.0,230,6,42
exp1_vary_width,cifar10|cnn|64|16|0.875|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,16,0.875,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.306045641326904,0.0,0.1072,0.0,2.316587419128418,0.0,558410,5,42
exp1_vary_width,cifar10|cnn|64|16|0.9375|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,16,0.9375,label_flip,100.0,shuffle,fedavg,128,0.1,0.0,2.30605097618103,0.0,0.1092,0.0,2.3302376781463625,0.0,558410,5,42
exp1_vary_width,cifar10|cnn|64|16|0.9375|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,64,16,0.9375,random_noise,100.0,shuffle,fedavg,128,0.1,0.0,2.3060440380096434,0.0,0.1028,0.0,2.305174383163452,0.0,558410,0,42
exp1_vary_width,cifar10|cnn|1|16|0.9375|label_flip|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,16,0.9375,label_flip,100.0,shuffle,fedavg,128,0.1003,0.0,2.302957539367676,0.0,0.1028,0.0,2.353041292572021,0.0,230,0,42
exp1_vary_width,mnist|cnn|64|16|0.8125|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,0.8125,label_flip,100.0,shuffle,fedavg,128,0.8145,0.0,1.5651791343688966,0.0,0.8011666666666667,0.0,1.5730433928171794,0.0,557258,34,42
exp1_vary_width,cifar10|cnn|1|16|0.9375|random_noise|100.0|shuffle|fedavg|128|42,cifar10,cnn,1,16,0.9375,random_noise,100.0,shuffle,fedavg,128,0.1064,0.0,2.3016581760406494,0.0,0.1092,0.0,2.301866102218628,0.0,230,7,42
exp1_vary_width,mnist|lr|1|1|0.8125|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,1,0.8125,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3034036964416504,0.0,0.0995,0.0,2.533623177846273,0.0,807,0,42
exp1_vary_width,mnist|lr|1|1|0.8125|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,1,0.8125,random_noise,100.0,shuffle,fedavg,128,0.0892,0.0,2.302640916061401,0.0,0.111,0.0,2.302496877670288,0.0,807,7,42
exp1_vary_width,mnist|cnn|64|16|0.8125|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,0.8125,random_noise,100.0,shuffle,fedavg,128,0.8048,0.0,1.5382127014160156,0.0,0.7858333333333334,0.0,1.5547809915542603,0.0,557258,36,42
exp1_vary_width,mnist|lr|1|1|0.875|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,1,0.875,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3034036964416504,0.0,0.0995,0.0,2.533623177846273,0.0,807,0,42
exp1_vary_width,mnist|lr|1|1|0.875|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,1,0.875,random_noise,100.0,shuffle,fedavg,128,0.0892,0.0,2.302640916061401,0.0,0.111,0.0,2.302496877670288,0.0,807,7,42
exp1_vary_width,mnist|cnn|64|16|0.875|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,0.875,label_flip,100.0,shuffle,fedavg,128,0.8145,0.0,1.5651791343688966,0.0,0.8011666666666667,0.0,1.5730433928171794,0.0,557258,34,42
exp1_vary_width,mnist|lr|1|1|0.9375|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,1,0.9375,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3035001430511475,0.0,0.0995,0.0,2.4536620705922445,0.0,807,0,42
exp1_vary_width,mnist|lr|1|1|0.9375|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,1,0.9375,random_noise,100.0,shuffle,fedavg,128,0.0982,0.0,2.3027231842041016,0.0,0.0995,0.0,2.426117981592814,0.0,807,0,42
exp1_vary_width,mnist|cnn|64|16|0.875|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,0.875,random_noise,100.0,shuffle,fedavg,128,0.8048,0.0,1.5382127014160156,0.0,0.7858333333333334,0.0,1.5547809915542603,0.0,557258,36,42
exp1_vary_width,mnist|lr|1|4|0.8125|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.8125,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3029254943847657,0.0,0.1093333333333333,0.0,2.3144940980275472,0.0,819,1,42
exp1_vary_width,mnist|cnn|64|16|0.9375|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,0.9375,label_flip,100.0,shuffle,fedavg,128,0.0892,0.0,2.305973127746582,0.0,0.1046666666666666,0.0,2.309100882212321,0.0,557258,5,42
exp1_vary_width,mnist|lr|1|4|0.8125|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.8125,random_noise,100.0,shuffle,fedavg,128,0.1028,0.0,2.3031458892822267,0.0,0.14,0.0,2.9241970570882163,0.0,819,0,42
exp1_vary_width,mnist|lr|1|4|0.875|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.875,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.3029254943847657,0.0,0.1093333333333333,0.0,2.3144940980275472,0.0,819,1,42
exp1_vary_width,mnist|lr|1|4|0.875|random_noise|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.875,random_noise,100.0,shuffle,fedavg,128,0.1028,0.0,2.3031458892822267,0.0,0.14,0.0,2.9241970570882163,0.0,819,0,42
exp1_vary_width,mnist|cnn|64|16|0.9375|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,16,0.9375,random_noise,100.0,shuffle,fedavg,128,0.6194,0.0,1.9524551904678344,0.0,0.6011666666666666,0.0,1.964695468266805,0.0,557258,58,42
exp1_vary_width,mnist|cnn|64|1|0.8125|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.8125,label_flip,100.0,shuffle,fedavg,128,0.8719,0.0,1.1440751441955566,0.0,0.8801666666666667,0.0,1.195640167872111,0.0,502538,11,42
exp1_vary_width,mnist|lr|1|4|0.9375|label_flip|100.0|shuffle|fedavg|128|42,mnist,lr,1,4,0.9375,label_flip,100.0,shuffle,fedavg,128,0.0974,0.0,2.303216510009765,0.0,0.0995,0.0,2.306638836542765,0.0,819,2,42
exp1_vary_width,mnist|cnn|64|1|0.8125|random_noise|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.8125,random_noise,100.0,shuffle,fedavg,128,0.8008,0.0,1.3711046546936034,0.0,0.8058333333333333,0.0,1.506754995028178,0.0,502538,9,42
exp1_vary_width,mnist|cnn|64|1|0.875|label_flip|100.0|shuffle|fedavg|128|42,mnist,cnn,64,1,0.875,label_flip,100.0,shuffle,fedavg,128,0.8719,0.0,1.1440751441955566,0.0,0.8801666666666667,0.0,1.195640167872111,0.0,502538,11,42
